time S11 S22 S12 LE11 LE22 LE12
0.0 0.0 -4239066.12592 0.0 0.0 0.0 0.0
0.4 -458777.079196 -4239066.12592 77647.6702868 0.000197075382546 -0.040821994520255166 -1.17341775288e-05
0.8 -491234.276165 -6409183.26475 71603.8108616 0.000692435057304 -0.08338160893905114 -5.96540285374e-05
1.2 -851100.190883 -7586702.34312 76847.2793116 0.00138610164193 -0.12783337150988502 -0.000102918545844
1.6 -876177.614963 -8767813.90727 -8516.23347008 0.00208349442384 -0.1743533871447779 -0.000134083806369
2.0 -869022.317276 -9639833.16638 392.795738856 0.00290565395748 -0.22314355131421 -0.000148089377174
2.4 -888261.295672 -10139271.2221 24868.4698057 0.00389556764003 -0.2744368457017606 -0.000147567464001
2.8 -992719.726273 -10555826.4079 140988.265915 0.00500940465616 -0.3285040669720364 -0.000207894412767
3.2 -1003676.76925 -10978869.1412 121937.399891 0.00607916661273 -0.38566248081198506 -0.000258946189928
3.6 -955949.314869 -11436590.2278 123345.256771 0.00712018651338 -0.44628710262842003 -0.000326780663701
4.0 -819552.967979 -11265104.9451 144572.563212 0.00846530088089 -0.5108256237659913 -0.000296049374099
4.4 -793950.604997 -11748101.7532 108537.701272 0.00957500286088 -0.5798184952529428 -0.000329541090424
4.8 -837988.716632 -11959882.8558 114956.360162 0.0108204720496 -0.6539264674066646 -0.000388114143647
5.2 -894591.241825 -12050492.4785 132826.739382 0.0122244626768 -0.7339691750802012 -0.000449199554447
5.6 -848424.322703 -12282835.7781 124359.995188 0.0135168393175 -0.820980552069831 -0.00050710593217
6.0 -796212.73805 -12673684.4098 120252.220696 0.0147009785455 -0.916290731874156 -0.00054387856485
6.4 -765073.416299 -12951772.9197 148397.041777 0.0158086556067 -1.0216512475319826 -0.000576451691929
6.8 -868356.27324 -13306592.2619 156951.277254 0.0171378417655 -1.139434283188366 -0.000586678651759
7.2 -904478.085788 -13580525.3909 190750.368703 0.0184680706396 -1.2729656758128887 -0.000645073488412
7.6 -860224.182194 -13749969.4779 185661.572838 0.0197993140285 -1.4271163556401472 -0.000732408656642
8.0 -898774.19309 -14064961.1895 165726.24172 0.0211917569417 -1.609437912434102 -0.000759691913685
8.4 -870962.201944 -13981662.6025 158319.488662 0.0226195060956 -1.7837912995788803 -0.000868619849101
8.8 -731487.933854 -13092355.9799 170749.851313 0.0241042756945 -1.937941979406139 -0.000924504550651
9.2 -676613.942333 -12215035.8921 180951.490768 0.025568019494 -2.0557250150625226 -0.000972578512046
9.6 -540940.150491 -11305372.8019 74448.2052322 0.0269139676861 -2.1202635362000937 -0.000980711595018
10.0 -552157.851273 -10268432.0176 86325.5769461 0.0280146165654 -2.1202635362000937 -0.000866507891489
10.4 -430311.537052 -9241965.04807 84888.4311898 0.0288216470299 -2.0557250150625226 -0.000833902060236
10.8 -282165.7474 -8212450.16277 76538.5953578 0.0293611934267 -1.9379419794061383 -0.000831699762767
11.2 -222882.683174 -6989698.48518 107481.036465 0.0296024356814 -1.7837912995788803 -0.000828318847049
11.6 -153164.6638 -5808533.50023 58156.2698677 0.0298350255268 -1.609437912434102 -0.00078625627219
12.0 -82933.398499 -4506678.20174 82176.6314465 0.0299784927498 -1.4271163556401472 -0.000801672601605
12.4 -40056.0295761 -3297429.95254 46386.3533706 0.0300476240954 -1.2729656758128884 -0.000820266461427
12.8 -11804.8190308 -2274680.01144 54296.3939645 0.0300423640482 -1.1394342831883657 -0.000850635361178
13.2 7655.49813664 -1333071.18325 40931.5612959 0.029995718505 -1.0216512475319826 -0.000877818354552
13.6 20614.947441 -824596.291907 24689.7108788 0.0299381171473 -0.916290731874156 -0.000896258789107
14.0 36210.1531429 -387080.707111 8524.26324928 0.0298753822119 -0.820980552069831 -0.000929869800505
14.4 36754.178583 -62235.5575607 -407.101052295 0.0298369780568 -0.7339691750802011 -0.00100712984323
14.8 57865.0256052 189349.439395 -1927.59969942 0.029801482833 -0.6539264674066644 -0.00106002335084
15.2 52132.953744 197534.000072 6518.37893196 0.0297860838738 -0.5798184952529428 -0.00109636462912
15.6 57058.9375914 240160.229664 39224.0201961 0.0298180386026 -0.5108256237659913 -0.00110096286259
16.0 65609.8645446 280239.524811 46160.3154642 0.0298378986366 -0.44628710262842003 -0.00110020487565
16.4 60414.0181875 307326.479233 43553.8432165 0.0298645658943 -0.3856624808119854 -0.00108723107852
16.8 47000.6956912 273195.17926 35439.1411384 0.0298662750164 -0.3285040669720364 -0.00106166284614
17.2 41238.9185721 192437.294384 20820.6627716 0.0298716265607 -0.27443684570176086 -0.00101744220111
17.6 35634.2240058 203110.205437 6993.07490608 0.029853741854 -0.22314355131421 -0.000990513394796
18.0 30053.6475874 182799.863342 8948.43594741 0.0298228720086 -0.1743533871447782 -0.000986959870889
18.4 29380.0122154 192815.911381 1897.93384757 0.0298063868196 -0.12783337150988539 -0.00097182194251
18.8 21760.0418394 173519.792498 -10116.5784822 0.0297956086562 -0.08338160893905137 -0.00095711858156
19.2 19340.6983436 188995.213352 -11929.5204616 0.0298038429822 -0.04082199452025551 -0.000964104019264
19.6 18988.1792038 188425.577568 20833.0199806 0.0297764148276 -2.2204460492503136e-16 -0.000962081885493
20.0 453.067885146 99077.9541843 4963.96626009 0.0297737993869 0.039220713153280906 -0.000976182308823
