time S11 S22 S12 LE11 LE22 LE12
0.0 0.0 -3846078.2942 0.0 0.0 0.0 0.0
0.4 -1008679.83398 -3846078.2942 54631.611363 0.000174222810638 -0.040821994520255166 -6.12672475624e-06
0.8 -1355341.64213 -5899571.15015 73771.9696423 0.000607380256207 -0.08338160893905114 -4.10624896952e-05
1.2 -1535527.20733 -7214734.89126 63953.7110729 0.00122574222081 -0.12783337150988502 -7.0097357473e-05
1.6 -1554705.52447 -8299050.11531 62551.6790503 0.00193828734042 -0.1743533871447779 -0.000112069693239
2.0 -1542625.95341 -9098018.98368 41582.5784752 0.00278978863617 -0.22314355131421 -0.000155903889229
2.4 -1540673.61885 -9872543.88453 42417.2276078 0.00366713374987 -0.2744368457017606 -0.000184571804786
2.8 -1586511.77592 -10699400.58 37651.6709639 0.00455866744205 -0.3285040669720364 -0.000230398252229
3.2 -1540299.00482 -11199166.9253 19659.3173133 0.00566038936468 -0.38566248081198506 -0.000257681876472
3.6 -1528788.16901 -11789742.2656 53392.8804508 0.00679975555145 -0.44628710262842003 -0.000276528086804
4.0 -1537506.19425 -12215146.2633 112828.725605 0.00801612482277 -0.5108256237659913 -0.00029564542427
4.4 -1518559.23538 -12376092.3415 115803.910718 0.00934814699344 -0.5798184952529428 -0.000350103726845
4.8 -1508867.67499 -12654629.8414 113537.675738 0.0106716312732 -0.6539264674066646 -0.000381228160428
5.2 -1493352.81474 -12878116.9953 103029.551353 0.0120468127082 -0.7339691750802012 -0.000420510199231
5.6 -1472543.83005 -13086034.3408 103195.058176 0.0133953399933 -0.820980552069831 -0.00045703820294
6.0 -1468746.596 -13315756.5954 99539.2717992 0.0148241851473 -0.916290731874156 -0.000494443672091
6.4 -1489900.28336 -13520667.0491 93234.8293645 0.0161809195952 -1.0216512475319826 -0.00050650327728
